raw_row_number,disposition,review_reason,proposed_series,proposed_title,proposed_item_type,proposed_year,proposed_month,proposed_format,proposed_format_detail,proposed_owned,proposed_source_url_veritas,raw_uuid,raw_tempid,raw_title,raw_we_have,raw_original_source,raw_unnamed_5,raw_format,raw_product_link,raw_unnamed_8,raw_unnamed_9,raw_unnamed_10,raw_unnamed_11,raw_other_links
317,item,Item candidate indicated by ownership status and/or legacy tempid.,Discussion Series,Improving Your Relationships.mp4,discussion,2012,,,,True,,,,Improving Your Relationships.mp4,✅,veritas,,,,,,,,
318,duplicate,Duplicate of promoted master 312 — same 2012 Discussion Series talk; Veritas product 50485 'Permanent Inner Peace (2012)' matched_by_primary_source to 312. Owner ruling 2026-08-07: exclude legacy archive row (raw file 'Permanent Inner Peace.mp4') from the master; provenance kept here.,Discussion Series,Permanent Inner Peace.mp4,discussion,2012,,streaming,,True,,,,Permanent Inner Peace.mp4,✅,veritas,,,,,,,,
319,item,Item candidate indicated by ownership status and/or legacy tempid.,Discussion Series,The Importance of Family.mp4,discussion,2012,,,,True,,,,The Importance of Family.mp4,✅,veritas,,,,,,,,
320,item,Item candidate indicated by ownership status and/or legacy tempid.,Discussion Series,What is Meant by Spiritual.mp4,discussion,2012,,,,True,,,,What is Meant by Spiritual.mp4,✅,veritas,,,,,,,,
321,duplicate,Duplicate of promoted master 313 — same 2012 Discussion Series talk; Veritas product 50488 'What is Real Success? (2012)' matched_by_primary_source to 313. Owner ruling 2026-08-07: exclude legacy archive row (raw file 'What is Real Success.mp4') from the master; provenance kept here.,Discussion Series,What is Real Success.mp4,discussion,2012,,streaming,,True,,,,What is Real Success.mp4,✅,veritas,,,,,,,,
322,item,Item candidate indicated by ownership status and/or legacy tempid.,Discussion Series,What You are Changes the World.mp4,discussion,2012,,,,True,,,,What You are Changes the World.mp4,✅,veritas,,,,,,,,
323,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
324,series_context,Collection/category heading.,,,,,,,,,,,,Books https://veritaspub.com/books-2/,,,,,,,,,,
325,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Books,Power vs. Force: The Hidden Determinants of Human Behavior,book,1995,,,,True,,,,Power vs Force,✅,veritas,,,,,,,,
326,item,Item candidate indicated by ownership status and/or legacy tempid.,Books,The Eye of the I,book,2001,,,,True,,,,The Eye of the I,✅,veritas,,,,,,,,
327,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Books,I: Reality and Subjectivity,book,2003,,,,True,,,,I Reality and Subjectivity,✅,veritas,my pdfs are trash,,,,,,,
328,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Books,Truth vs. Falsehood: How to Tell the Difference,book,2005,,,,True,,,,Truth vs Falsehood,✅,veritas,,,,,,,,
329,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Books,Letting Go: The Pathway of Surrender,book,2012,,,,True,,,,Letting Go,✅,veritas,,,,,,,,
330,item,Item candidate indicated by ownership status and/or legacy tempid.,Books,Healing and Recovery,book,2009,,,,True,,,,Healing and Recovery,✅,veritas,,,,,,,,
331,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Books,Discovery of the Presence of God: Devotional Nonduality,book,2007,,,,True,,,,Discovery of the Presence of God,✅,veritas,,,,,,,,
332,item,Item candidate indicated by ownership status and/or legacy tempid.,Books,"Reality, Spirituality and Modern Man",book,2008,,,,True,,,,"Reality, Spirituality and Modern Man",✅,veritas,,,,,,,,
333,item,Item candidate indicated by ownership status and/or legacy tempid.,Books,Transcending the Levels of Consciousness,book,2006,,,,True,,,,Transcending the Levels of Consciousness,✅,veritas,,,,,,,,
334,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Books,The Map of Consciousness Explained: A Proven Energy Scale to Actualize Your Ultimate Potential,book,2020,,,,True,,,,The Map of Consciousness Explained,✅,veritas,,,,,,,,
335,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Books,Success Is for You: Using Heart-Centered Power Principles for Lasting Abundance and Fulfillment,book,2016,,,,True,,,,Success Is for You,✅,veritas,,,,,,,,
336,series_context,Collection/category heading.,,,,,,,,,,,,Books of Slides,✅,veritas,,,,,,,,
337,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Books,"Daily Reflections from Dr. David R. Hawkins: 365 Contemplations on Surrender, Healing, and Consciousness",book,2022,,,,True,,,,Daily Reflections,✅,veritas,,,,,,,,
338,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
339,item,Item candidate indicated by ownership status and/or legacy tempid.,Books,Along the Path to Enlightenment,book,2011,,,,True,,,,Along the Path to Enlightenment,✅,veritas,,,,,,,,
340,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Hay House listing (distributor-naming audit 2026-08-07),Books,Dissolving the Ego Realizing the Self,book,2011,,,,True,,,,Dissolving the Ego,✅,veritas,,,,,,,,
341,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Books,In the World But Not Of It: Transforming Everyday Experience into a Spiritual Path,book,2023,,,,True,,,,"In the World, But Not of It",✅,veritas,,,,,,,,
342,item,Item candidate indicated by ownership status and/or legacy tempid.,Books,The Highest Level of Enlightenment,book,2024,,,,True,,,,The Highest Level of Enlightenment,✅,veritas,,,,,,,,
343,duplicate,"Duplicate of raw row 347 — same work, full title variant kept as master 303; truncated title variant previously created duplicate work_id.",Books,The Path to Spiritual Advancement,book,2024,,,,True,,,,The Path to Spiritual Advancement,✅,veritas,,,,,,,,
344,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
345,series_context,Collection/category heading.,,,,,,,,,,,,TRANSCRIPTION SERIES BOOKS https://veritaspub.com/the-six-book-transcription-series-transcribed-from-the-lectures-presented-in-2002-the-core-lectures-of-dr-hawkins-work/,,,,,,,,,,
346,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
347,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcription Series Books,The Path to Spiritual Advancement: How to Transcend the Ego and Experience the Presence of God,book,2024,,,,True,,,,The Path to Spiritual Advancement: How to Transcend the Ego and Experience the Presence of God,✅,veritas,,,,,,,,
348,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcription Series Books,The Evolution of Consciousness: Navigating the Levels of Awareness and Unlocking Spiritual Potential,book,2024,,,,True,,,,The Evolution of Consciousness: Navigating the Levels of Awareness and Unlocking Spiritual Potential,✅,veritas,,,,,,,,
349,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcription Series Books,"Beyond Illusion: Exploring Perception, Ego, and Meditation on the Path to Truth",book,2025,,,,True,,,,"Beyond Illusion: Exploring Perception, Ego, and Meditation on the Path to Truth",✅,veritas,,,,,,,,
350,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcription Series Books,"Spiritual Power and Integrity: Uncovering Spiritual Reality and Realizing Peace, Love, and Divinity",book,2025,,,,True,,,,"Spiritual Power and Integrity: Uncovering Spiritual Reality and Realizing Peace, Love, and Divinity",✅,veritas,,,,,,,,
351,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcription Series Books,Karma and Devotion: The Sacred Path to God through the Heart,book,2025,,,,True,,,,Karma and Devotion: The Sacred Path to God through the Heart,✅,veritas,,,,,,,,
352,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcription Series Books,"The Final Doorway to Enlightenment: Prayer, Transcendence and Realization of the Self",book,2026,,,,True,,,,"The Final Doorway to Enlightenment: Prayer, Transcendence and Realization of the Self",✅,veritas,,,,,,,,
353,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
354,series_context,Collection/category heading.,,,,,,,,,,,,Scott Jeffrey edited books,,,,,,,,,,
355,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
356,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
357,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
358,research_note,Editorial gap/research note; item identity needs confirmation.,,,,,,,,,,,,Missing books? ❌❌ ,,,,,,,,,,
359,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
360,series_context,Collection/category heading.,,,,,,,,,,,,Lecture Highlights https://veritaspub.com/highlights/,❌,veritas,,,,,,,,
361,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
362,source_context,Landing page or source URL stored in title.,,,,,,,,,,,,https://veritaspub.com/map-of-consciousness/,❌,veritas,,,,,,,,
363,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
364,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
365,research_note,Editorial gap/research note; item identity needs confirmation.,,,,,,,,,,,,"more stuff missing, non-veritas stuff. check: https://github.com/56eli/bookbot/blob/temp/hawkins.md",,,,,,,,,,
366,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
367,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
368,research_note,Editorial gap/research note; item identity needs confirmation.,,,,,,,,,,,,DISSERTATION ❌❌❌,,,,,,,,,,
369,source_context,Landing page or source URL stored in title.,,,,,,,,,,,,https://www.goodreads.com/book/show/6645749-qualitative-and-quantitative-analysis-and-calibration-of-the-level-of-hu,,,,,,,,,,
370,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
371,needs_review,Non-empty row without item ID or ownership status.,,,,,,,,,,,,Dialogues on Consciousness and Spirituality: WHAT IS THIS ⚠️⚠️⚠️,,,,,,,,,,
372,source_context,Landing page or source URL stored in title.,,,,,,,,,,,,https://www.goodreads.com/book/show/23323.Dialogues_on_Consciousness_and_Spirituality,,,,,,,,,,
373,source_context,Landing page or source URL stored in title.,,,,,,,,,,,,SETH HAS IT https://discord.com/channels/1194598173742731284/1194598173742731287/1529890680824926259,,,,,,,,,,
374,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
375,research_note,Editorial gap/research note; item identity needs confirmation.,,,,,,,,,,,,scorpion book,,,,,,,,,,
376,research_note,Editorial gap/research note; item identity needs confirmation.,,,,,,,,,,,,orthomolecular book,✅,,,,,,,,,
